action_id	lemma	verbnet_key	class_id	wordnet_senses_json	propbank_groupings_json	framenet_frames_json	provenance
vn34:admire-31.2:d254068c4fcf7dc0	stand	stand#1	admire-31.2	"[""stand%2:31:00""]"	"[""stand.04""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:admire-31.2
vn34:assuming_position-50:d7b3c3efb59c99c8	stand	stand#2	assuming_position-50	"[""stand%2:42:03""]"	"[""stand.01""]"	"[""Placing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:assuming_position-50
vn34:exist-47.1:c40c18b96085b13b	stand	stand#3	exist-47.1	"[""stand%2:42:04""]"	"[""stand.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:exist-47.1
vn34:put_spatial-9.2:32c16ad66eedc978	stand	stand#4	put_spatial-9.2	"[""stand%2:35:01"",""stand%2:42:03""]"	"[""stand.01"",""stand.02""]"	"[""Change_posture""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put_spatial-9.2
vn34:spatial_configuration-47.6-1:068d18a91357c133	stand	stand#5	spatial_configuration-47.6-1	"[""stand%2:35:00"",""stand%2:35:01""]"	"[""stand.01"",""stand.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spatial_configuration-47.6-1
vn34:assuming_position-50:c67bb4fb1f37cb45	stand_up	stand_up#1	assuming_position-50	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:assuming_position-50
vn34:other_cos-45.4:6e99e47046e7ca11	standardize	standardize#1	other_cos-45.4	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:tape-22.4:46488a49e7c0ef6d	staple	staple#1	tape-22.4	"[""staple%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tape-22.4
vn34:captain-29.8-1-1:48f175ad14224f6f	star	star#1	captain-29.8-1-1	"[""star%2:36:00""]"	"[""star.01""]"	"[""Performers_and_roles""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:captain-29.8-1-1
vn34:butter-9.9:ea2e9323448dfc96	starch	starch#1	butter-9.9	"[""starch%2:30:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9
vn34:coloring-24:2660acf526d01755	starch	starch#2	coloring-24	"[""starch%2:30:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:coloring-24
vn34:peer-30.3:736dea5c5327dd3f	stare	stare#1	peer-30.3	"[""stare%2:39:00""]"	"[""stare.01""]"	"[""Perception_active""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:peer-30.3
vn34:begin-55.1-1-1:b52687906691b193	start	start#1	begin-55.1-1-1	"[""start%2:30:00"",""start%2:30:01"",""start%2:38:00"",""start%2:38:01"",""start%2:38:02"",""start%2:41:00"",""start%2:41:04""]"	"[""start.02"",""start.03"",""start.04"",""start.05""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:begin-55.1-1-1
vn34:marvel-31.3:2a9ab2289c843ca6	start	start#2	marvel-31.3	"[""start%2:38:04""]"	"[""start.07""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:marvel-31.3
vn34:terminus-47.9:93df6af1b7e067d3	start	start#3	terminus-47.9	"[""start%2:42:00""]"	"[""start.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:terminus-47.9
vn34:begin-55.1-1-1:0865385f059e5796	start_off	start_off#1	begin-55.1-1-1	[]	[]	"[""Process_start""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:begin-55.1-1-1
vn34:amuse-31.1:0362dbd7df4e0f9e	startle	startle#1	amuse-31.1	"[""startle%2:37:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:put-9.1-1:35bc18fcc864d536	stash	stash#1	put-9.1-1	"[""stash%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put-9.1-1
vn34:say-37.7-1-1:213c199a0eb3adae	state	state#1	say-37.7-1-1	"[""state%2:32:00""]"	"[""state.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:say-37.7-1-1
vn34:put-9.1:30525c9d66e8d249	station	station#1	put-9.1	"[""station%2:33:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put-9.1
vn34:exist-47.1:a7117951e9f29a7a	stay	stay#1	exist-47.1	"[""stay%2:30:00"",""stay%2:38:00"",""stay%2:38:01"",""stay%2:42:02""]"	"[""stay.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:exist-47.1
vn34:lodge-46:adb2b16ec2f9f691	stay	stay#2	lodge-46	"[""stay%2:42:01""]"	"[""stay.01""]"	"[""State_continue""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:lodge-46
vn34:seem-109-1-1:46f126ca2c931587	stay	stay#3	seem-109-1-1	"[""stay%2:30:00"",""stay%2:42:03""]"	"[""stay.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:seem-109-1-1
vn34:lodge-46:ebd6932ddd741cf0	stay_over	stay_over#1	lodge-46	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:lodge-46
vn34:other_cos-45.4:912f94b727e27cce	steady	steady#1	other_cos-45.4	"[""steady%2:30:00"",""steady%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:appear-48.1.1:97d70a961a15fb3e	steal	steal#1	appear-48.1.1	[]	"[""steal.02""]"	"[""Self_motion""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:appear-48.1.1
vn34:steal-10.5-1:0232c71fbde1aa10	steal	steal#2	steal-10.5-1	"[""steal%2:40:00""]"	"[""steal.01""]"	"[""Theft""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:steal-10.5-1
vn34:cooking-45.3:c512983aa2666191	steam	steam#1	cooking-45.3	"[""steam%2:30:00""]"	"[""steam.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3
vn34:substance_emission-43.4-1:969a45ef17b93e54	steam	steam#2	substance_emission-43.4-1	"[""steam%2:43:00""]"	"[""steam.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:substance_emission-43.4-1
vn34:cooking-45.3:4b15dbfc650b8e5d	steam-bake	steam-bake#1	cooking-45.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3
vn34:compel-59.1-1:9adc0a7dd711b733	steamroller	steamroller#1	compel-59.1-1	"[""steamroller%2:33:00"",""steamroller%2:41:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:compel-59.1-1
vn34:cooking-45.3:179ca89fae717d6a	steep	steep#1	cooking-45.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3
vn34:other_cos-45.4:9062f502d06004b7	steepen	steepen#1	other_cos-45.4	"[""steepen%2:30:00"",""steepen%2:30:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:accompany-51.7:e68b13072221ea45	steer	steer#1	accompany-51.7	"[""steer%2:38:00"",""steer%2:41:00""]"	"[""steer.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:accompany-51.7
vn34:appear-48.1.1:55289b3b4d145e55	stem	stem#1	appear-48.1.1	"[""stem%2:42:00""]"	"[""stem.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:appear-48.1.1
vn34:pit-10.7:a492629dd3ea6bd7	stem	stem#2	pit-10.7	"[""stem%2:30:01""]"	"[""stem.04""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pit-10.7
vn34:manner_speaking-37.3:49e8fe9b31d8f1c6	stemmer	stemmer#1	manner_speaking-37.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:manner_speaking-37.3
vn34:scribble-25.2-1:5d166f69989c161d	stencil	stencil#1	scribble-25.2-1	"[""stencil%2:36:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:scribble-25.2-1
vn34:run-51.3.2:b60d202aea7f6946	step	step#1	run-51.3.2	[]	"[""step.01""]"	"[""Quitting""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2
vn34:resign-10.11:b2a0fdb909df754a	step_down	step_down#1	resign-10.11	"[""step_down%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:resign-10.11
vn34:characterize-29.2:30ae7a95cd6463f2	stereotype	stereotype#1	characterize-29.2	"[""stereotype%2:31:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:characterize-29.2
vn34:remedy-45.7:a3b7dfc771d7b08a	sterilize	sterilize#1	remedy-45.7	[]	"[""sterilize.01"",""sterilize.02"",""sterilize.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remedy-45.7
vn34:cooking-45.3:30c234b830296c86	stew	stew#1	cooking-45.3	"[""stew%2:30:00""]"	"[""stew.02""]"	"[""Absorb_heat""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3
vn34:marvel-31.3:96a2bc0a6aff1dc6	stew	stew#2	marvel-31.3	"[""stew%2:37:00"",""stew%2:37:01""]"	"[""stew.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:marvel-31.3
vn34:poke-19-1-1-1:b0e3e3d8eee85bcf	stick	stick#1	poke-19-1-1-1	"[""stick%2:35:03""]"	"[""stick.02""]"	"[""Attaching""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:poke-19-1-1-1
vn34:put-9.1-2:ca64614025a981f0	stick	stick#2	put-9.1-2	"[""stick%2:35:02"",""stick%2:35:08"",""stick%2:35:09"",""stick%2:36:03""]"	"[""stick.01"",""stick.02""]"	"[""Attaching""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put-9.1-2
vn34:shake-22.3-2:738471ca4f65ae0a	stick	stick#3	shake-22.3-2	"[""?stick%2:35:00"",""?stick%2:35:02""]"	"[""stick.01""]"	"[""Placing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:shake-22.3-2
vn34:spray-9.7-1:f7738aaae74363a9	stick	stick#4	spray-9.7-1	"[""?stick%2:35:02"",""stick%2:35:03"",""stick%2:35:04""]"	"[""stick.01"",""stick.02""]"	"[""Placing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spray-9.7-1
vn34:other_cos-45.4:d28efd849f2fa9c3	stiffen	stiffen#1	other_cos-45.4	"[""stiffen%2:30:00"",""stiffen%2:30:01""]"	"[""stiffen.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:subjugate-42.3:86a44274c5c44aeb	stifle	stifle#1	subjugate-42.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:subjugate-42.3
vn34:suffocate-40.7:7263358705a63ed9	stifle	stifle#2	suffocate-40.7	"[""stifle%2:35:00""]"	"[""stifle.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:suffocate-40.7
vn34:judgment-33.1-1:d6b598a096fe5809	stigmatize	stigmatize#1	judgment-33.1-1	"[""stigmatize%2:41:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:judgment-33.1-1
vn34:subjugate-42.3:acb9285690f10440	still	still#1	subjugate-42.3	[]	"[""still.01"",""still.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:subjugate-42.3
vn34:amuse-31.1:d86ee449ff5a8f7a	stimulate	stimulate#1	amuse-31.1	"[""stimulate%2:29:00"",""stimulate%2:37:00"",""stimulate%2:39:00""]"	"[""stimulate.01""]"	"[""Experiencer_obj""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:engender-27.1-1:30ec9403ff8cf7b4	stimulate	stimulate#2	engender-27.1-1	"[""stimulate%2:32:00"",""stimulate%2:36:00""]"	"[""stimulate.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:engender-27.1-1
vn34:stimulate-59.4:919c1542f15218e4	stimulate	stimulate#3	stimulate-59.4	"[""stimulate%2:32:00"",""stimulate%2:32:01""]"	"[""stimulate.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:stimulate-59.4
vn34:amuse-31.1:5c70f3d6e1703fba	sting	sting#1	amuse-31.1	"[""sting%2:37:00""]"	"[""sting.03""]"	"[""Experiencer_obj""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:hurt-40.8.3-1:e4d89200660616fc	sting	sting#2	hurt-40.8.3-1	[]	"[""sting.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hurt-40.8.3-1
vn34:tingle-40.8.2:1d4290524e377d17	sting	sting#3	tingle-40.8.2	[]	"[""sting.01""]"	"[""Perception_body""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tingle-40.8.2
vn34:touch-20-1:d0503c1db3bd287b	sting	sting#4	touch-20-1	"[""?sting%2:35:01"",""?sting%2:39:00""]"	"[""sting.01"",""sting.02""]"	"[""Cause_harm""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:touch-20-1
vn34:smell_emission-43.3:024297ea2d1000b0	stink	stink#1	smell_emission-43.3	"[""stink%2:39:00""]"	"[""stink.02""]"	"[""Chemical-sense_description""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:smell_emission-43.3
vn34:fill-9.8:da3c1ecc0edfecb2	stipple	stipple#1	fill-9.8	"[""stipple%2:35:00"",""stipple%2:36:00"",""stipple%2:36:01"",""stipple%2:36:02""]"	"[""stipple.01"",""stipple.02"",""stipple.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8
vn34:image_impression-25.1:3dfba8a74fc827e4	stipple	stipple#2	image_impression-25.1	"[""stipple%2:36:00""]"	"[""stipple.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:image_impression-25.1
vn34:amuse-31.1:7e992294bd854c23	stir	stir#1	amuse-31.1	"[""stir%2:36:00"",""stir%2:37:01""]"	"[""stir.02""]"	"[""Experiencer_obj""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:amuse-31.1
vn34:modes_of_being_with_motion-47.3:095673e825ea76ea	stir	stir#2	modes_of_being_with_motion-47.3	"[""stir%2:38:00"",""stir%2:38:01"",""stir%2:38:04""]"	"[""stir.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:modes_of_being_with_motion-47.3
vn34:shake-22.3-1-1:cb3ad02878b33eed	stir	stir#3	shake-22.3-1-1	"[""stir%2:35:04"",""stir%2:38:01""]"	"[""stir.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:shake-22.3-1-1
vn34:cooking-45.3:934e964d5befaf9d	stir-fry	stir-fry#1	cooking-45.3	"[""stir_fry%2:30:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:cooking-45.3
vn34:engender-27.1-1:5ad4d61288b62c4d	stir_up	stir_up#1	engender-27.1-1	"[""stir_up%2:32:00""]"	"[""stir.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:engender-27.1-1
vn34:build-26.1:c785b9ef0de16340	stitch	stitch#1	build-26.1	"[""stitch%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:build-26.1
vn34:tape-22.4:8f8026f6370df6a9	stitch	stitch#2	tape-22.4	"[""stitch%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tape-22.4
vn34:keep-15.2:839921328682edd9	stock	stock#1	keep-15.2	"[""stock%2:40:00""]"	"[""stock.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:keep-15.2
vn34:spray-9.7-2:3ec132102cec249b	stock	stock#2	spray-9.7-2	"[""stock%2:40:02""]"	"[""stock.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spray-9.7-2
vn34:keep-15.2:d7a57e7459401883	stockpile	stockpile#1	keep-15.2	"[""stockpile%2:40:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:keep-15.2
vn34:hit-18.1-1:2f75abe9e82646ce	stomp	stomp#1	hit-18.1-1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hit-18.1-1
vn34:run-51.3.2:8e70016a398a8694	stomp	stomp#2	run-51.3.2	"[""stomp%2:38:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2
vn34:pelt-17.2:4de55f61bf9b4879	stone	stone#1	pelt-17.2	"[""stone%2:35:00""]"	"[""stone.01""]"	"[""Cause_harm""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pelt-17.2
vn34:pit-10.7:bcc602a5a3317bb9	stone	stone#2	pit-10.7	"[""stone%2:30:00""]"	"[""stone.02""]"	"[""Emptying""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:pit-10.7
vn34:poison-42.2:bebcf75f930cbcba	stone	stone#3	poison-42.2	[]	[]	"[""Cause_harm""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:poison-42.2
vn34:assuming_position-50:42edb4fdb3bd2b39	stoop	stoop#1	assuming_position-50	"[""stoop%2:38:00"",""stoop%2:38:04""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:assuming_position-50
vn34:spatial_configuration-47.6:77a0aa896ac14f0c	stoop	stoop#2	spatial_configuration-47.6	"[""stoop%2:38:05""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spatial_configuration-47.6
vn34:forbid-64.4-1:3ff8a21aeb0bf0f3	stop	stop#1	forbid-64.4-1	"[""stop%2:41:00""]"	"[""stop.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:forbid-64.4-1
vn34:lodge-46:38a126df02fcf265	stop	stop#2	lodge-46	"[""stop%2:38:02""]"	"[""stop.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:lodge-46
vn34:stop-55.4-1-1:c159e62d0cccb74e	stop	stop#3	stop-55.4-1-1	"[""stop%2:30:05"",""stop%2:33:00"",""stop%2:38:00"",""stop%2:42:00""]"	"[""stop.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:stop-55.4-1-1
vn34:terminus-47.9:96e18a8f52b63adb	stop	stop#4	terminus-47.9	"[""stop%2:42:13""]"	"[""stop.04""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:terminus-47.9
vn34:fill-9.8:7f27e5d195aa852e	stop_up	stop_up#1	fill-9.8	"[""stop_up%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8
vn34:butter-9.9:d9e3ffb4951a1a54	stopper	stopper#1	butter-9.9	"[""stopper%2:35:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9
vn34:fit-54.3:260c59a3700e6c80	store	store#1	fit-54.3	"[""store%2:40:02""]"	"[""store.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fit-54.3
vn34:keep-15.2:5c926c5e23ae1b3e	store	store#2	keep-15.2	"[""store%2:40:00"",""store%2:40:02""]"	"[""store.01""]"	"[""Storing""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:keep-15.2
vn34:weather-57:2d7e941ad881acda	storm	storm#1	weather-57	"[""storm%2:43:00"",""storm%2:43:01""]"	"[""storm.01""]"	"[""Weather""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:weather-57
vn34:put-9.1-1:91c5e34e61de9350	stow	stow#1	put-9.1-1	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put-9.1-1
vn34:assuming_position-50:22673031fe8a557f	straddle	straddle#1	assuming_position-50	"[""straddle%2:42:01""]"	"[""straddle.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:assuming_position-50
vn34:contiguous_location-47.8:328c83dcd279b431	straddle	straddle#2	contiguous_location-47.8	"[""straddle%2:42:01"",""straddle%2:42:02""]"	"[""straddle.01"",""straddle.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:contiguous_location-47.8
vn34:put_spatial-9.2:a67235824090bb82	straddle	straddle#3	put_spatial-9.2	"[""straddle%2:42:01""]"	"[""straddle.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:put_spatial-9.2
vn34:spatial_configuration-47.6-1:e46aec89b5d8eb20	straddle	straddle#4	spatial_configuration-47.6-1	"[""straddle%2:42:01""]"	"[""straddle.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spatial_configuration-47.6-1
vn34:meander-47.7:1cea978dd15116e3	straggle	straggle#1	meander-47.7	"[""straggle%2:38:01""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:meander-47.7
vn34:bend-45.2:157fe66a89d6cca2	straighten	straighten#1	bend-45.2	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:bend-45.2
vn34:hurt-40.8.3-2:8a6ef986e4a81766	strain	strain#1	hurt-40.8.3-2	"[""strain%2:34:00""]"	"[""strain.01""]"	"[""Experience_bodily_harm""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hurt-40.8.3-2
vn34:wipe_manner-10.4.1:a2d3fa0530799bde	strain	strain#2	wipe_manner-10.4.1	"[""strain%2:35:00"",""strain%2:35:01"",""strain%2:35:10""]"	"[""strain.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:wipe_manner-10.4.1
vn34:poison-42.2:59e1ea12f87079b4	strangle	strangle#1	poison-42.2	"[""strangle%2:35:00""]"	"[""strangle.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:poison-42.2
vn34:subjugate-42.3:807d58cea66b3acc	strangle	strangle#2	subjugate-42.3	[]	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:subjugate-42.3
vn34:other_cos-45.4:1ff586e89c18f2e2	strangulate	strangulate#1	other_cos-45.4	"[""strangulate%2:30:00"",""strangulate%2:35:01""]"	"[""strangulate.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:poison-42.2:0d6ece4382833e91	strangulate	strangulate#2	poison-42.2	"[""strangulate%2:35:00""]"	"[""strangulate.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:poison-42.2
vn34:spank-18.3:c6ce36bc16ed21b5	strap	strap#1	spank-18.3	"[""strap%2:35:01""]"	"[""strap.03""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:spank-18.3
vn34:tape-22.4:e8736ddc09b61329	strap	strap#2	tape-22.4	"[""strap%2:35:00""]"	"[""strap.01""]"	"[""Attaching""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:tape-22.4
vn34:other_cos-45.4:bc433f7453135617	stratify	stratify#1	other_cos-45.4	"[""stratify%2:30:00""]"	[]	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:other_cos-45.4
vn34:run-51.3.2:46a5588af854b6f8	stray	stray#1	run-51.3.2	"[""stray%2:38:00"",""stray%2:38:01""]"	"[""stray.01""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2
vn34:run-51.3.2:e8acc58055a36c7a	streak	streak#1	run-51.3.2	"[""streak%2:38:00"",""streak%2:38:01""]"	"[""streak.01"",""streak.02""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2
vn34:appear-48.1.1:5a21051f332b8ae8	stream	stream#1	appear-48.1.1	"[""stream%2:38:03""]"	"[""stream.01""]"	"[""Mass_motion""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:appear-48.1.1
vn34:substance_emission-43.4-1:94e3d3d8c946d138	stream	stream#2	substance_emission-43.4-1	"[""stream%2:29:00""]"	"[""stream.05""]"	"[""None""]"	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:substance_emission-43.4-1
