action_id	lemma	frame_id	thematic_role	hole_role	requirement	strength	mapping_status	provenance
vn34:remove-10.1:cd9c0e87d8bd195a	strip	remove-10.1:frame:a816427045b98e94	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Theme:lossless-v1
vn34:remove-10.1:cd9c0e87d8bd195a	strip	remove-10.1:frame:a816427045b98e94	Initial_Location	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Initial_Location:lossless-v1
vn34:remove-10.1:cd9c0e87d8bd195a	strip	remove-10.1:frame:a816427045b98e94	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Agent:lossless-v1
vn34:remove-10.1:cd9c0e87d8bd195a	strip	remove-10.1:frame:bbfd5475e241990a	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Theme:lossless-v1
vn34:remove-10.1:cd9c0e87d8bd195a	strip	remove-10.1:frame:bbfd5475e241990a	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""},{""op"":""atom"",""sign"":""+"",""type"":""organization""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:remove-10.1:role:Agent:lossless-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:0945f1ceecd3b883	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Theme:lossless-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:0945f1ceecd3b883	Beneficiary	PostVerbHole2	HasSort Animate	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Beneficiary:audited-projection-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:0945f1ceecd3b883	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Agent:audited-projection-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:2f20d624429f0ef3	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Theme:lossless-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:2f20d624429f0ef3	Source	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Source:lossless-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:2f20d624429f0ef3	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Agent:audited-projection-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:5590be88fca7e52d	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Theme:lossless-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:5590be88fca7e52d	Source	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Source:lossless-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:5590be88fca7e52d	Beneficiary	PostVerbHole3	HasSort Animate	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Beneficiary:audited-projection-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:5590be88fca7e52d	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Agent:audited-projection-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:b98ad4456a13b4a6	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Theme:lossless-v1
vn34:rob-10.6.4:3b3a0960ebbce467	strip	rob-10.6.4:frame:b98ad4456a13b4a6	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:rob-10.6.4:role:Agent:audited-projection-v1
vn34:wipe_manner-10.4.1-1:fa4a855980b668e2	strip	wipe_manner-10.4.1-1:frame:90a26aafc7b76572	Source	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:wipe_manner-10.4.1-1:role:Source:lossless-v1
vn34:wipe_manner-10.4.1-1:fa4a855980b668e2	strip	wipe_manner-10.4.1-1:frame:90a26aafc7b76572	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:wipe_manner-10.4.1-1:role:Agent:lossless-v1
vn34:touch-20-1:ebcff5c5759770f4	stroke	touch-20-1:frame:5fd82b720f81ae04	Experiencer	ObjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:touch-20-1:role:Experiencer:audited-projection-v1
vn34:touch-20-1:ebcff5c5759770f4	stroke	touch-20-1:frame:5fd82b720f81ae04	Theme	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""body_part""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:touch-20-1:role:Theme:lossless-v1
vn34:touch-20-1:ebcff5c5759770f4	stroke	touch-20-1:frame:5fd82b720f81ae04	Instrument	PostVerbHole3	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""solid""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:touch-20-1:role:Instrument:lossless-v1
vn34:touch-20-1:ebcff5c5759770f4	stroke	touch-20-1:frame:5fd82b720f81ae04	Agent	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""int_control""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:touch-20-1:role:Agent:lossless-v1
vn34:run-51.3.2-1:535a8f419c76a289	stroll	run-51.3.2-1:frame:50d1fd3ebf51d67f	Trajectory	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-1:role:Trajectory:lossless-v1
vn34:run-51.3.2-1:535a8f419c76a289	stroll	run-51.3.2-1:frame:50d1fd3ebf51d67f	Theme	SubjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""machine""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-1:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:00e11e7d530af331	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:00e11e7d530af331	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:048fc3af5355a443	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:1e5f36ad89f0b8d4	Co-Agent	ObjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Co-Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:1e5f36ad89f0b8d4	Theme	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:1e5f36ad89f0b8d4	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:21b122a897803489	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:21b122a897803489	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:25f16b5fda8db811	Co-Agent	ObjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Co-Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:25f16b5fda8db811	Theme	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:25f16b5fda8db811	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:27cd1700ab6f172a	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:27cd1700ab6f172a	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:43f115f411b351fa	Co-Agent	ObjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Co-Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:43f115f411b351fa	Theme	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:43f115f411b351fa	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:63c59066596d7ed5	Co-Agent	ObjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Co-Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:63c59066596d7ed5	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:6e60d3b2aa402529	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:6e60d3b2aa402529	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:91828a20b5ed28d8	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:91828a20b5ed28d8	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:bbf4a6f70fe32382	Co-Agent	ObjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Co-Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:bbf4a6f70fe32382	Theme	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:bbf4a6f70fe32382	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:ebe2c7ef96c9cd0c	Theme	ObjectHole	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:ebe2c7ef96c9cd0c	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:ff4f536b2625b58d	Co-Agent	ObjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Co-Agent:audited-projection-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:ff4f536b2625b58d	Theme	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Theme:lossless-v1
vn34:battle-36.4:607bde583605fe21	struggle	battle-36.4:frame:ff4f536b2625b58d	Agent	SubjectHole	AnyOf [HasSort Animate,HasSort Organization]	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:battle-36.4:role:Agent:audited-projection-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:51b34637e4b413db	Agent	ObjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Agent:audited-projection-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:51b34637e4b413db	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Agent:audited-projection-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:56d5a41acbc5cc20	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""machine""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Theme:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:56d5a41acbc5cc20	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Agent:audited-projection-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:69ac72f2c52be44e	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""machine""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Theme:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:69ac72f2c52be44e	Initial_Location	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Initial_Location:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:69ac72f2c52be44e	Destination	PostVerbHole3	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Destination:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:69ac72f2c52be44e	Trajectory	PostVerbHole4	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Trajectory:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:69ac72f2c52be44e	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Agent:audited-projection-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:8169ac4a1609ee7e	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""machine""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Theme:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:8169ac4a1609ee7e	Trajectory	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Trajectory:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:8169ac4a1609ee7e	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Agent:audited-projection-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:895c4b496812a2cd	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""machine""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Theme:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:895c4b496812a2cd	Result	PostVerbHole2	null	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Result:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:895c4b496812a2cd	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Agent:audited-projection-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:e0b83aea4a8d4ffb	Theme	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""animate""},{""op"":""atom"",""sign"":""+"",""type"":""machine""}],""op"":""any""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Theme:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:e0b83aea4a8d4ffb	Trajectory	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Trajectory:lossless-v1
vn34:run-51.3.2-2:5399e1a1b1bc2933	strut	run-51.3.2-2:frame:e0b83aea4a8d4ffb	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:run-51.3.2-2:role:Agent:audited-projection-v1
vn34:hurt-40.8.3-1:3e6394fd680c34e3	stub	hurt-40.8.3-1:frame:dd80414ee508ab40	Patient	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""body_part""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hurt-40.8.3-1:role:Patient:lossless-v1
vn34:hurt-40.8.3-1:3e6394fd680c34e3	stub	hurt-40.8.3-1:frame:dd80414ee508ab40	Experiencer	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:hurt-40.8.3-1:role:Experiencer:audited-projection-v1
vn34:butter-9.9:048b793bc48ddc09	stucco	butter-9.9:frame:7d14753bf88b9b4a	Destination	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9:role:Destination:lossless-v1
vn34:butter-9.9:048b793bc48ddc09	stucco	butter-9.9:frame:7d14753bf88b9b4a	Theme	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9:role:Theme:lossless-v1
vn34:butter-9.9:048b793bc48ddc09	stucco	butter-9.9:frame:7d14753bf88b9b4a	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9:role:Agent:audited-projection-v1
vn34:butter-9.9:048b793bc48ddc09	stucco	butter-9.9:frame:f6023e7c402ff0c5	Destination	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9:role:Destination:lossless-v1
vn34:butter-9.9:048b793bc48ddc09	stucco	butter-9.9:frame:f6023e7c402ff0c5	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:butter-9.9:role:Agent:audited-projection-v1
vn34:fill-9.8:1a07a972a7b446af	stud	fill-9.8:frame:29df6cb6f94f75a8	Destination	ObjectHole	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""location""},{""op"":""atom"",""sign"":""-"",""type"":""region""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8:role:Destination:lossless-v1
vn34:fill-9.8:1a07a972a7b446af	stud	fill-9.8:frame:29df6cb6f94f75a8	Theme	PostVerbHole2	"{""args"":[{""op"":""atom"",""sign"":""+"",""type"":""concrete""}],""op"":""all""}"	SelectionalPreference	uncompiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8:role:Theme:lossless-v1
vn34:fill-9.8:1a07a972a7b446af	stud	fill-9.8:frame:29df6cb6f94f75a8	Agent	SubjectHole	HasSort Animate	SelectionalPreference	compiled	VerbNet-3.4:ae8e9cfdc2c0d3414b748763612f1a0a34194cc1:fill-9.8:role:Agent:audited-projection-v1
